"CUSTOMER_BUSINESS_ID","CUSTOMER_NAME","ADDRESS_LINE_1","CITY","POSTAL_CODE","STATE","ADDRESS_LINE_2","COUNTRY","COUNTY","CUSTOMER_FULL_DETAIL","PHONE","POSTALCODE_EXTENSION","IDENTIFIER_TYPE","IDENTIFIER_VALUE","ENRICHED_INDICATOR","CONFIDENCE_SCORE","VERIFICATION_MESSAGE","VERIFICATION_STATUS_CODE","ADDRESS_ROLE","CREATED_TIMESTAMP","UPDATED_TIMESTAMP"
"CUS000000465X","Clare High School","203 E STATE ST","CLARE","48617-131I","US-MI","","US",,"Clare High School 203 E STATE ST  CLARE US-MI 48617-131I US",,,"NWEA SFDC ID","0QZOKPVIDDY0","VALID",0.966949242,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000465X","Clare High School","203 E STATE ST","CLARE","48617-131T","US-MI","","US",,"Clare High School 203 E STATE ST  CLARE US-MI 48617-131T US",,,"AgileEd ID","373ZN5ROUES0","VALID",0.9683945832,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000465X","Clare High School","201 E STATE ST","CLARE","48617-131S","US-MI","","US",,"Clare High School 201 E STATE ST  CLARE US-MI 48617-131S US",,,"SAP Customer Number","LLGRCUTREURF","VALID",0.9886100321,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000466Y","Swallows Charter Acad High Sch","276 S MCCULLOCH BLVD","PUEBLO","81007-284B","US-CO","","US",,"Swallows Charter Acad High Sch 276 S MCCULLOCH BLVD  PUEBLO US-CO 81007-284B US",,,"HMH Ref ID","3QYXPYBNRK4P","VALID",0.9829406959,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000466Y","Swallows Charter Acad High Sch","278 S MCCULLOCH BLVD","PUEBLO","81007-2844","US-CO","","US",,"Swallows Charter Acad High Sch 278 S MCCULLOCH BLVD  PUEBLO US-CO 81007-2844 US",,,"NWEA SFDC ID","I2DIGTGU6IAC","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000466Y","Swallows Charter Acad High Sch","278 S MCCULLOCH BLVD","PUEBLO","81007-2844","US-CO","","US",,"Swallows Charter Acad High Sch 278 S MCCULLOCH BLVD  PUEBLO US-CO 81007-2844 US",,,"AgileEd ID","5JAMSLSLEKFO","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000466Y","Swallows Charter Acad High Sch","278 S MCCULLOCH BLVD","PUEBLO","81007-2844","US-CO","","US",,"Swallows Charter Acad High Sch 278 S MCCULLOCH BLVD  PUEBLO US-CO 81007-2844 US",,,"NWEA SFDC ID","JOQJQ8HCQUTX","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000466Y","Swallows Charter Acad High Sch","278 S MCCULLOCH BLVD","PUEBLO","81007-284G","US-CO","","US",,"Swallows Charter Acad High Sch 278 S MCCULLOCH BLVD  PUEBLO US-CO 81007-284G US",,,"SAP Customer Number","MOPW9I93T3M5","VALID",0.9862640992,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000467Z","Natomas Pacific Pathways Prep Middle School","3698 DEL PASO RD","SACRAMENTO","95834-960W","US-CA","","US",,"Natomas Pacific Pathways Prep Middle School 3698 DEL PASO RD  SACRAMENTO US-CA 95834-960W US",,,"AgileEd ID","C1Y9LZYEATXF","VALID",0.9761138001,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000467Z","Natomas Pacific Pathways Prep Middle School","3700 DEL PASO RD","SACRAMENTO","95834-9606","US-CA","","US",,"Natomas Pacific Pathways Prep Middle School 3700 DEL PASO RD  SACRAMENTO US-CA 95834-9606 US",,,"NCES ID","WIHYBFGEEIT8","VALID",0.9999993625,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS000000467Z","Natomas Pacific Pathways Prep Middle School","3702 DEL PASO RD","SACRAMENTO","95834-960Y","US-CA","","US",,"Natomas Pacific Pathways Prep Middle School 3702 DEL PASO RD  SACRAMENTO US-CA 95834-960Y US",,,"AgileEd ID","KY6C5TG8BKA8","VALID",0.9886927706,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004680","Boyd Elementary School","502 E MORTON AVE","BOYD","7602H","US-TX","","US",,"Boyd Elementary School 502 E MORTON AVE  BOYD US-TX 7602H US",,,"SAP Customer Number","A7HAWQDUILY7","VALID",0.9765306082,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004680","Boyd Elementary School","500 E MORTON AVE","BOYD","76023","US-TX","","US",,"Boyd Elementary School 500 E MORTON AVE  BOYD US-TX 76023 US",,,"AgileEd ID","5RXRMJOPPRIL","VALID",0.9999992317,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004680","Boyd Elementary School","500 E MORTON AVE","BOYD","76023","US-TX","","US",,"Boyd Elementary School 500 E MORTON AVE  BOYD US-TX 76023 US",,,"NWEA SFDC ID","K7GOPMYU2U5V","VALID",0.9999992317,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004680","Boyd Elementary School","500 E MORTON AVE","BOYD","76023","US-TX","","US",,"Boyd Elementary School 500 E MORTON AVE  BOYD US-TX 76023 US",,,"HMH ID","Z38M7D53IIBF","VALID",0.9999992317,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004691","Collegiate Charter High Sch-La","725 S INDIANA ST","LO ANGELES","90023-1840","US-CA","","US",,"Collegiate Charter High Sch-La 725 S INDIANA ST  LO ANGELES US-CA 90023-1840 US",,,"HMH Ref ID","55H7YD9MIZNQ","VALID",0.985455385,"{""address_line_1"":true,""address_line_2"":true,""city"":false,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004691","Collegiate Charter High Sch-La","725 S INDIANA ST","LOS ANGELES","90023-1840","US-CA","","US",,"Collegiate Charter High Sch-La 725 S INDIANA ST  LOS ANGELES US-CA 90023-1840 US",,,"NWEA SFDC ID","2D7GG3Z4ZLDA","VALID",0.999999305,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004691","Collegiate Charter High Sch-La","725 S INDIANA ST","LOS ANGELES","90023-1840","US-CA","","US",,"Collegiate Charter High Sch-La 725 S INDIANA ST  LOS ANGELES US-CA 90023-1840 US",,,"AgileEd ID","JO5OKHF23PDF","VALID",0.999999305,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004691","Collegiate Charter High Sch-La","725 S INDIANA ST","LOS ANGELES","90023-1840","US-CA","","US",,"Collegiate Charter High Sch-La 725 S INDIANA ST  LOS ANGELES US-CA 90023-1840 US",,,"AgileEd ID","9ZWQF78OSLQB","VALID",0.999999305,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004691","Collegiate Charter High Sch-La","725 S INDIANA ST","LOS ANGELES","90023-1840","US-CA","","US",,"Collegiate Charter High Sch-La 725 S INDIANA ST  LOS ANGELES US-CA 90023-1840 US",,,"HMH Ref ID","677LRC6G1HAV","VALID",0.999999305,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004691","Collegiate Charter High Sch-La","725 S INDIANA ST","LOS ANGELES","90023-1840","US-CA","","US",,"Collegiate Charter High Sch-La 725 S INDIANA ST  LOS ANGELES US-CA 90023-1840 US",,,"HMH SFDC ID","PWFS4XRQLOTE","VALID",0.999999305,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004691","Collegiate Charter High Sch-La","725 S INDIANA ST","LOS ANGELES","90023-1840","US-CA","","US",,"Collegiate Charter High Sch-La 725 S INDIANA ST  LOS ANGELES US-CA 90023-1840 US",,,"HMH Ref ID","X8XIJPHGKNX8","VALID",0.999999305,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004702","District 1 Contoocook Valley","106 HANCOCK RD","PETERBOROUGH","03458-110U","US-NH","","US",,"District 1 Contoocook Valley 106 HANCOCK RD  PETERBOROUGH US-NH 03458-110U US",,,"SAP Customer Number","RL9C9N24RUNZ","VALID",0.9764745203,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004702","District 1 Contoocook Valley","106 HANCOCK RD","PETERBOROUGH","03458-1109","US-NH","","US",,"District 1 Contoocook Valley 106 HANCOCK RD  PETERBOROUGH US-NH 03458-1109 US",,,"SAP Customer Number","6O2A2X17ZQLG","VALID",0.9999991399,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004702","District 1 Contoocook Valley","108 HANCOCK RD","PETERBOROUGH","03458-1102","US-NH","","US",,"District 1 Contoocook Valley 108 HANCOCK RD  PETERBOROUGH US-NH 03458-1102 US",,,"SAP Customer Number","CFPHG4BC2FVF","VALID",0.9967741112,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004702","District 1 Contoocook Valley","106 HANCOCK RD","PETERBOROUGH","03458-1109","US-NH","","US",,"District 1 Contoocook Valley 106 HANCOCK RD  PETERBOROUGH US-NH 03458-1109 US",,,"HMH Ref ID","2N1L9GFVND9Y","VALID",0.9999991399,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004702","District 1 Contoocook Valley","105 HANCOCK RD","PETERBOROUGH","03458-1101","US-NH","","US",,"District 1 Contoocook Valley 105 HANCOCK RD  PETERBOROUGH US-NH 03458-1101 US",,,"HMH ID","2YY3HBTTH9KR","VALID",0.9960170974,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004713","Amanda Elzy Jr High School","604 ELZY AVE","GREENWOOD","38930-6720","US-MS","","US",,"Amanda Elzy Jr High School 604 ELZY AVE  GREENWOOD US-MS 38930-6720 US",,,"HMH Ref ID","LUPYA8WHOFYM","VALID",0.999999288,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004713","Amanda ElzL Jr High School","604 ELZY AVE","GREENWOOD","38930-6720","US-MS","","US",,"Amanda ElzL Jr High School 604 ELZY AVE  GREENWOOD US-MS 38930-6720 US",,,"NCES ID","MWFRGN1F32L0","VALID",0.9569441161,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004713","Amanda Elzy Jr High School","604 ELZY AVE","GREENWOOD","38930-6720","US-MS","","US",,"Amanda Elzy Jr High School 604 ELZY AVE  GREENWOOD US-MS 38930-6720 US",,,"HMH ID","I8Z573VF80JG","VALID",0.999999288,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004713","Amanda Elzy Jr High School","604 ELZY AVE","GREENWOOD","38930-6720","US-MS","","US",,"Amanda Elzy Jr High School 604 ELZY AVE  GREENWOOD US-MS 38930-6720 US",,,"HMH SFDC ID","IW59ODM7K0NT","VALID",0.999999288,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004713","Amanda Elzy Jr High School","604 ELZY AVE","GREENWOOD","38930-6720","US-MS","","US",,"Amanda Elzy Jr High School 604 ELZY AVE  GREENWOOD US-MS 38930-6720 US",,,"AgileEd ID","SG3N0SSQ98JJ","VALID",0.999999288,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004713","Amanda Elzy Jr High School","604 ELZY AVE","GREENWOOD","38930-6720","US-MS","","US",,"Amanda Elzy Jr High School 604 ELZY AVE  GREENWOOD US-MS 38930-6720 US",,,"NWEA SFDC ID","1Y2X6MSPZPDY","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004713","Amanda Elzy Jr High School","604 ELZY AVE","GREENWOOD","38930-6720","US-MS","","US",,"Amanda Elzy Jr High School 604 ELZY AVE  GREENWOOD US-MS 38930-6720 US",,,"NWEA SFDC ID","49IX5TTEUGQV","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004724","Nye Elementary School","1970 NYE HWY","NYE","59061","US-MT","","US",,"Nye Elementary School 1970 NYE HWY  NYE US-MT 59061 US",,,"HMH Ref ID","TA15F2CHSNBW","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004724","Nye Elementary School","1970 NYE HWY","NYE","59061","US-MT","","US",,"Nye Elementary School 1970 NYE HWY  NYE US-MT 59061 US",,,"HMH Ref ID","DFCH3O1HC1VG","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004724","Nye Elementary School","190 NYE HWY","NYE","59061","US-MT","","US",,"Nye Elementary School 190 NYE HWY  NYE US-MT 59061 US",,,"NCES ID","EVPG4GMA4IXQ","VALID",0.9665419951,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004724","Nye Elementary School","1970 NYE HWY","NYE","59061","US-MT","","US",,"Nye Elementary School 1970 NYE HWY  NYE US-MT 59061 US",,,"SAP Customer Number","OUYAADU908NM","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004746","Jack Franscioni Elementary Sch","779 ORCHARD LN","SOLEDAD","93960-3375","US-CA","","US",,"Jack Franscioni Elementary Sch 779 ORCHARD LN  SOLEDAD US-CA 93960-3375 US",,,"AgileEd ID","P720OEVGDGOJ","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004746","Jack Franscioni Elementary Sch","779 ORCHARD LN","SOLEDAD","93960-3375","US-CA","","US",,"Jack Franscioni Elementary Sch 779 ORCHARD LN  SOLEDAD US-CA 93960-3375 US",,,"HMH ID","P2GBUDY7MXA8","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004746","Jack Franscioni Elementary Sch","778 ORCHARD LN","SOLEDAD","93960-337Y","US-CA","","US",,"Jack Franscioni Elementary Sch 778 ORCHARD LN  SOLEDAD US-CA 93960-337Y US",,,"SAP Customer Number","2CMQ2AJLTORC","VALID",0.9888595632,"{""address_line_1"":false,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":false,""postalcode_extension"":true,""reason"":"""",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004746","Jack Franscioni Elementary Sch","779 ORCHARD LN","SOLEDAD","93960-3375","US-CA","","US",,"Jack Franscioni Elementary Sch 779 ORCHARD LN  SOLEDAD US-CA 93960-3375 US",,,"HMH Ref ID","JQR0U09XOX3M","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004746","Jack Franscioni Elementary Sch","779 ORCHARD LN","SOLEDAD","93960-3375","US-CA","","US",,"Jack Franscioni Elementary Sch 779 ORCHARD LN  SOLEDAD US-CA 93960-3375 US",,,"NCES ID","LZARFGX9I0TU","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004746","Jack Franscioni Elementary Sch","779 ORCHARD LN","SOLEDAD","93960-3375","US-CA","","US",,"Jack Franscioni Elementary Sch 779 ORCHARD LN  SOLEDAD US-CA 93960-3375 US",,,"AgileEd ID","Y6EMDF3JPHNB","VALID",1,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"SCHOOL","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004768","Our Savior Lutheran School","","OSHKOSH","54904","US-WI","","US",,"Our Savior Lutheran School   OSHKOSH US-WI 54904 US",,,"HMH SFDC ID","12MZVTTXO2FI","VALID",0.9999992345,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004768","Our Savior Lutheran School","","OSHKOSH","54904","US-WI","","US",,"Our Savior Lutheran School   OSHKOSH US-WI 54904 US",,,"AgileEd ID","ILAOF4OGJCJ5","VALID",0.9999992345,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004768","Our Savior Lutheran School","","OSHKOSH","54904","US-WI","","US",,"Our Savior Lutheran School   OSHKOSH US-WI 54904 US",,,"SAP Customer Number","OH59G5HG5UGH","VALID",0.9999992345,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004768","Our Savior Lutheran School","","OSHKOSH","54904","US-WI","","US",,"Our Savior Lutheran School   OSHKOSH US-WI 54904 US",,,"HMH ID","BJN2E6XLJKFC","VALID",0.9999992345,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004768","Our Savior Lutheran School","","OSHKOSH","54904","US-WI","","US",,"Our Savior Lutheran School   OSHKOSH US-WI 54904 US",,,"SAP Customer Number","JUKURK1CTZGW","VALID",0.9999992345,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"WAREHOUSE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004768","Our Savior Lutheran School","","OSHKOSH","54904","US-WI","","US",,"Our Savior Lutheran School   OSHKOSH US-WI 54904 US",,,"HMH ID","IDNFE9O1XGJN","VALID",0.9999992345,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004779","Yakutat School","429 FOREST HWY","YAKUTAT","99689-0429","US-AK","","US",,"Yakutat School 429 FOREST HWY  YAKUTAT US-AK 99689-0429 US",,,"HMH Ref ID","W5NX3M4CLEN7","VALID",0.9999992994,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
"CUS0000004779","Yakutat School","429 FOREST HWY","YAKUTAT","99689-0429","US-AK","","US",,"Yakutat School 429 FOREST HWY  YAKUTAT US-AK 99689-0429 US",,,"AgileEd ID","T4RU76B83UJ0","VALID",0.9999992994,"{""address_line_1"":true,""address_line_2"":true,""city"":true,""country"":true,""county"":true,""name"":true,""phone"":true,""postal_code"":true,""postalcode_extension"":true,""reason"":""Identical match"",""state"":true}",,"OFFICE","2025-10-02 16:36:47.394","2025-10-02 16:36:47.394"
