"X","Y","OBJECTID","NCESID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","LATITUDE","LONGITUDE","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","LEVEL_","ENROLLMENT","ST_GRADE","END_GRADE","DISTRICTID","FT_TEACHER","SHELTER_ID","CUSTOMER_FULL_DATA","CUSTOMER_FULL_DETAIL"
-100.185415245999990,31.604880330000068,2068,484441007084,"FAIRVIEW VOCATIONAL TRAINING","1001 ROBINSON","MILES","TX",76861,"0259","(915) 651-7521",4,2,-999,"RUNNELS",48399,"USA",31.6048803300001,-100.1854152460000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=484441007084","2010-01-29 00:00:00.000","IMAGERY","2010-07-28 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=484441007084","N",-1,"09","12",4844410,-1,"NOT AVAILABLE","FAIRVIEW VOCATIONAL TRAINING 1001 ROBINSON MILES TX 76861.00000","FAIRVIEW VOCATIONAL TRAINING 1001 ROBINSON MILES TX 76861.00000"
-76.258594721999955,36.799927973000017,2069,510081000293,"GEORGE W CARVER INT","2601 BROAD ST","CHESAPEAKE","VA",23324,"NOT AVAILABLE","(757) 494-7505",1,1,625,"CHESAPEAKE",51550,"USA",36.7999279730000,-76.2585947219999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=510081000293","2009-10-13 00:00:00.000","IMAGERY/OTHER","2010-09-13 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=510081000293","1",592,"PK","05",5100810,33,"10812790","GEORGE W CARVER INT 2601 BROAD ST CHESAPEAKE VA 23324.00000","GEORGE W CARVER INT 2601 BROAD ST CHESAPEAKE VA 23324.00000"
-94.170768112999951,35.330681084000041,2070,50873000663,"LAVACA MIDDLE SCHOOL","603 N DIVISION ST","LAVACA","AR",72941,"NOT AVAILABLE","NOT AVAILABLE",1,1,273,"SEBASTIAN",5131,"USA",35.3306810840000,-94.1707681130000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=050873000663","2010-01-29 00:00:00.000","IMAGERY","2010-08-12 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=050873000663","2",254,"05","08",508730,19,"NOT AVAILABLE","LAVACA MIDDLE SCHOOL 603 N DIVISION ST LAVACA AR 72941.00000","LAVACA MIDDLE SCHOOL 603 N DIVISION ST LAVACA AR 72941.00000"
-120.956400118999966,37.602250050000059,2071,60813000784,"CASWELL ELEMENTARY","1800 N. CENTRAL AVE.","CERES","CA",95307,"NOT AVAILABLE","NOT AVAILABLE",1,1,550,"STANISLAUS",6099,"USA",37.6022500500001,-120.9564001190000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060813000784","2009-12-10 00:00:00.000","IMAGERY","2016-03-01 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060813000784","1",529,"KG","06",608130,21,"NOT AVAILABLE","CASWELL ELEMENTARY 1800 N. CENTRAL AVE. CERES CA 95307.00000","CASWELL ELEMENTARY 1800 N. CENTRAL AVE. CERES CA 95307.00000"
-117.502634444999956,33.996147297000043,2072,61926004980,"MIRA LOMA MIDDLE","5051 STEVE ST.","JURUPA VALLEY","CA",92509,"NOT AVAILABLE","NOT AVAILABLE",1,1,895,"RIVERSIDE",6065,"USA",33.9961472970001,-117.5026344450000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061926004980","2009-12-10 00:00:00.000","IMAGERY","2011-10-20 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061926004980","2",860,"07","08",619260,35,"10787525","MIRA LOMA MIDDLE 5051 STEVE ST. JURUPA VALLEY CA 92509.00000","MIRA LOMA MIDDLE 5051 STEVE ST. JURUPA VALLEY CA 92509.00000"
-117.212402580999978,33.948785092000030,2073,62580010278,"PALM MIDDLE","11900 SLAWSON AVE.","MORENO VALLEY","CA",92557,"6642","NOT AVAILABLE",1,1,1308,"RIVERSIDE",6065,"USA",33.9487850920000,-117.2124025810000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062580010278","2009-12-10 00:00:00.000","IMAGERY","2011-10-20 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062580010278","2",1261,"06","08",625800,47,"10797296","PALM MIDDLE 11900 SLAWSON AVE. MORENO VALLEY CA 92557.00000","PALM MIDDLE 11900 SLAWSON AVE. MORENO VALLEY CA 92557.00000"
-122.412634277000000,37.756696960000056,2074,63441005615,"MOSCONE (GEORGE R.) ELEMENTARY","2576 HARRISON ST.","SAN FRANCISCO","CA",94110,"NOT AVAILABLE","NOT AVAILABLE",1,1,385,"SAN FRANCISCO",6075,"USA",37.7566969600001,-122.4126342770000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063441005615","2009-12-10 00:00:00.000","IMAGERY","2010-06-09 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063441005615","1",369,"KG","05",634410,16,"NOT AVAILABLE","MOSCONE (GEORGE R.) ELEMENTARY 2576 HARRISON ST. SAN FRANCISCO CA 94110.00000","MOSCONE (GEORGE R.) ELEMENTARY 2576 HARRISON ST. SAN FRANCISCO CA 94110.00000"
-122.497600570000000,38.312528802000031,2075,63720006298,"ALTIMIRA MIDDLE","17805 ARNOLD DR.","SONOMA","CA",95476,"4019","NOT AVAILABLE",1,1,563,"SONOMA",6097,"USA",38.3125288020000,-122.4976005700000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063720006298","2009-12-10 00:00:00.000","IMAGERY","2010-09-08 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063720006298","2",539,"06","08",637200,24,"10800138","ALTIMIRA MIDDLE 17805 ARNOLD DR. SONOMA CA 95476.00000","ALTIMIRA MIDDLE 17805 ARNOLD DR. SONOMA CA 95476.00000"
-122.312401690999977,37.925600072000066,2076,69100513776,"SUMMIT PUBLIC SCHOOL K2","1800 ELM ST.","EL CERRITO","CA",94530,"NOT AVAILABLE","NOT AVAILABLE",1,3,129,"CONTRA COSTA",6013,"USA",37.9256000720001,-122.3124016910000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069100513776","2017-10-25 00:00:00.000","IMAGERY/OTHER","2018-02-14 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069100513776","3",125,"07","12",691005,4,"NOT AVAILABLE","SUMMIT PUBLIC SCHOOL K2 1800 ELM ST. EL CERRITO CA 94530.00000","SUMMIT PUBLIC SCHOOL K2 1800 ELM ST. EL CERRITO CA 94530.00000"
-104.537772062999977,39.223879035000031,2077,80369000480,"ELBERT ELEMENTARY SCHOOL","24489 MAIN STREET","ELBERT","CO",80106,"9659","NOT AVAILABLE",1,1,106,"ELBERT",8039,"USA",39.2238790350000,-104.5377720630000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080369000480","2010-01-29 00:00:00.000","IMAGERY","2010-08-17 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080369000480","1",97,"PK","05",803690,9,"NOT AVAILABLE","ELBERT ELEMENTARY SCHOOL 24489 MAIN STREET ELBERT CO 80106.00000","ELBERT ELEMENTARY SCHOOL 24489 MAIN STREET ELBERT CO 80106.00000"
-104.557194709999976,40.390937458000046,2078,80495001697,"PLATTE VALLEY MIDDLE SCHOOL","700 HILL STREET","KERSEY","CO",80644,"0515","NOT AVAILABLE",1,1,304,"WELD",8123,"USA",40.3909374580001,-104.5571947100000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080495001697","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-03-08 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080495001697","2",284,"06","08",804950,20,"NOT AVAILABLE","PLATTE VALLEY MIDDLE SCHOOL 700 HILL STREET KERSEY CO 80644.00000","PLATTE VALLEY MIDDLE SCHOOL 700 HILL STREET KERSEY CO 80644.00000"
-108.568840473999970,38.216537278000025,2079,80585001398,"NATURITA ELEMENTARY & MIDDLE SCHOOL","141 WEST MAIN STREET","NATURITA","CO",81422,"0400","NOT AVAILABLE",1,1,162,"MONTROSE",8085,"USA",38.2165372780000,-108.5688404740000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080585001398","2010-01-29 00:00:00.000","IMAGERY","2010-08-18 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080585001398","1",148,"PK","08",805850,14,"NOT AVAILABLE","NATURITA ELEMENTARY & MIDDLE SCHOOL 141 WEST MAIN STREET NATURITA CO 81422.00000","NATURITA ELEMENTARY & MIDDLE SCHOOL 141 WEST MAIN STREET NATURITA CO 81422.00000"
-106.090358476999938,39.570930580000038,2080,80681001165,"FRISCO ELEMENTARY SCHOOL","800 8TH AVENUE","FRISCO","CO",80443,"4820","NOT AVAILABLE",1,1,254,"SUMMIT",8117,"USA",39.5709305800000,-106.0903584770000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080681001165","2010-01-29 00:00:00.000","IMAGERY","2010-08-18 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080681001165","1",238,"PK","05",806810,16,"10791113","FRISCO ELEMENTARY SCHOOL 800 8TH AVENUE FRISCO CO 80443.00000","FRISCO ELEMENTARY SCHOOL 800 8TH AVENUE FRISCO CO 80443.00000"
-81.631767010999965,28.808860843000048,2081,120105001114,"MT. DORA MIDDLE SCHOOL","1405 LINCOLN AVE","MOUNT DORA","FL",32757,"4010","(352) 383-6101",1,1,847,"LAKE",12069,"USA",28.8088608430000,-81.6317670110000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120105001114","2009-12-10 00:00:00.000","IMAGERY","2016-03-11 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120105001114","2",800,"06","08",1201050,47,"NOT AVAILABLE","MT. DORA MIDDLE SCHOOL 1405 LINCOLN AVE MOUNT DORA FL 32757.00000","MT. DORA MIDDLE SCHOOL 1405 LINCOLN AVE MOUNT DORA FL 32757.00000"
-84.137407720999988,34.218469615000060,2082,130222000951,"OTWELL MIDDLE SCHOOL","605 TRIBBLE GAP RD","CUMMING","GA",30040,"NOT AVAILABLE","(770) 887-5248",1,1,1232,"FORSYTH",13117,"USA",34.2184696150001,-84.1374077210000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=130222000951","2009-12-10 00:00:00.000","IMAGERY/OTHER","2016-03-18 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=130222000951","2",1159,"06","08",1302220,73,"10805953","OTWELL MIDDLE SCHOOL 605 TRIBBLE GAP RD CUMMING GA 30040.00000","OTWELL MIDDLE SCHOOL 605 TRIBBLE GAP RD CUMMING GA 30040.00000"
-88.174201320999941,38.083225723000055,2083,170850000474,"LINCOLN ATTENDANCE CENTER","113 10TH ST","CARMI","IL",62821,"1484","(618) 384-3421",1,1,248,"WHITE",17193,"USA",38.0832257230001,-88.1742013209999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170850000474","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-04-06 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170850000474","1",234,"PK","01",1708500,14,"NOT AVAILABLE","LINCOLN ATTENDANCE CENTER 113 10TH ST CARMI IL 62821.00000","LINCOLN ATTENDANCE CENTER 113 10TH ST CARMI IL 62821.00000"
-87.683190746999969,41.891973956000072,2084,170993000965,"MITCHELL ELEM SCHOOL","2233 W OHIO ST","CHICAGO","IL",60612,"1519","(773) 534-7655",1,1,377,"COOK",17031,"USA",41.8919739560001,-87.6831907470000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170993000965","2009-10-13 00:00:00.000","IMAGERY","2016-03-31 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170993000965","1",357,"PK","08",1709930,20,"NOT AVAILABLE","MITCHELL ELEM SCHOOL 2233 W OHIO ST CHICAGO IL 60612.00000","MITCHELL ELEM SCHOOL 2233 W OHIO ST CHICAGO IL 60612.00000"
-87.686575538999989,41.874746803000058,2085,170993003555,"UNO ACADEMY CHARTER SCHOOLS","954 W WASHINGTON BLVD FL 3","CHICAGO","IL",60607,"2224","(312) 432-6301",1,1,8326,"COOK",17031,"USA",41.8747468030001,-87.6865755390000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170993003555","2010-01-29 00:00:00.000","GEOCODE","2017-10-31 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170993003555","4",7923,"KG","12",1709930,403,"NOT AVAILABLE","UNO ACADEMY CHARTER SCHOOLS 954 W WASHINGTON BLVD FL 3 CHICAGO IL 60607.00000","UNO ACADEMY CHARTER SCHOOLS 954 W WASHINGTON BLVD FL 3 CHICAGO IL 60607.00000"
-87.557462509999937,41.734303436000054,2086,170993005072,"BOWEN HIGH SCHOOL","2710 E 89TH ST","CHICAGO","IL",60617,"3192","(773) 535-7650",1,1,399,"COOK",17031,"USA",41.7343034360001,-87.5574625099999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170993005072","2010-01-29 00:00:00.000","IMAGERY","2010-05-10 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170993005072","3",368,"09","12",1709930,31,"NOT AVAILABLE","BOWEN HIGH SCHOOL 2710 E 89TH ST CHICAGO IL 60617.00000","BOWEN HIGH SCHOOL 2710 E 89TH ST CHICAGO IL 60617.00000"
-88.013842782999973,42.074539570000063,2087,173042003157,"CARL SANDBURG JR HIGH SCHOOL","2600 MARTIN LN","ROLLING MEADOWS","IL",60008,"2722","(847) 963-7800",1,1,585,"COOK",17031,"USA",42.0745395700001,-88.0138427830000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=173042003157","2010-01-29 00:00:00.000","IMAGERY","2010-05-06 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=173042003157","2",544,"07","08",1730420,41,"10823460","CARL SANDBURG JR HIGH SCHOOL 2600 MARTIN LN ROLLING MEADOWS IL 60008.00000","CARL SANDBURG JR HIGH SCHOOL 2600 MARTIN LN ROLLING MEADOWS IL 60008.00000"
-86.012674621999963,39.954152136000054,2088,181065001751,"FISHERS ELEMENTARY SCHOOL","11442 LANTERN RD","FISHERS","IN",46038,"0216","(317) 594-4160",1,1,491,"HAMILTON",18057,"USA",39.9541521360001,-86.0126746220000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=181065001751","2009-12-10 00:00:00.000","IMAGERY/OTHER","2016-04-06 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=181065001751","1",467,"KG","04",1810650,24,"NOT AVAILABLE","FISHERS ELEMENTARY SCHOOL 11442 LANTERN RD FISHERS IN 46038.00000","FISHERS ELEMENTARY SCHOOL 11442 LANTERN RD FISHERS IN 46038.00000"
-90.551363102999971,30.429748004000029,2089,220102000773,"SPRINGFIELD HIGH SCHOOL","32000 HWY 42","SPRINGFIELD","LA",70462,"NOT AVAILABLE","(225) 294-3256",1,1,385,"LIVINGSTON",22063,"USA",30.4297480040000,-90.5513631030000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=220102000773","2009-12-10 00:00:00.000","IMAGERY/OTHER","2016-04-18 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=220102000773","3",361,"08","12",2201020,24,"NOT AVAILABLE","SPRINGFIELD HIGH SCHOOL 32000 HWY 42 SPRINGFIELD LA 70462.00000","SPRINGFIELD HIGH SCHOOL 32000 HWY 42 SPRINGFIELD LA 70462.00000"
-68.570342390999940,44.269356674000036,2090,230361000254,"BROOKLIN SCHOOL","1 SCHOOL STREET   120","BROOKLIN","ME",4616,"NOT AVAILABLE","(207) 359-2133",1,1,73,"HANCOCK",23009,"USA",44.2693566740001,-68.5703423909999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=230361000254","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-04-22 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=230361000254","1",64,"PK","08",2303610,9,"NOT AVAILABLE","BROOKLIN SCHOOL 1 SCHOOL STREET   120 BROOKLIN ME 4616.00000","BROOKLIN SCHOOL 1 SCHOOL STREET   120 BROOKLIN ME 4616.00000"
-70.254187401999957,43.795277368000022,2091,231424000681,"MABEL I WILSON SCHOOL","353 TUTTLE ROAD","CUMBERLAND CENTER","ME",4021,"NOT AVAILABLE","(207) 829-4825",1,1,580,"CUMBERLAND",23005,"USA",43.7952773680000,-70.2541874020000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=231424000681","2009-12-10 00:00:00.000","IMAGERY/OTHER","2016-04-22 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=231424000681","1",537,"KG","03",2314240,43,"NOT AVAILABLE","MABEL I WILSON SCHOOL 353 TUTTLE ROAD CUMBERLAND CENTER ME 4021.00000","MABEL I WILSON SCHOOL 353 TUTTLE ROAD CUMBERLAND CENTER ME 4021.00000"
-77.184877501999949,39.153852772000043,2092,240048000644,"FOREST OAK MIDDLE","651 SAYBROOKE OAKS BLVD","GAITHERSBURG","MD",20877,"NOT AVAILABLE","(301) 670-8242",1,1,882,"MONTGOMERY",24031,"USA",39.1538527720001,-77.1848775019999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=240048000644","2009-12-10 00:00:00.000","IMAGERY/OTHER","2010-05-24 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=240048000644","2",824,"06","08",2400480,58,"NOT AVAILABLE","FOREST OAK MIDDLE 651 SAYBROOKE OAKS BLVD GAITHERSBURG MD 20877.00000","FOREST OAK MIDDLE 651 SAYBROOKE OAKS BLVD GAITHERSBURG MD 20877.00000"
-76.889715640999967,38.784688649000032,2093,240051001035,"FRANCIS T. EVANS ELEMENTARY","6720 OLD ALEXANDRIA FERRY RD","CLINTON","MD",20735,"1741","(301) 599-2480",1,1,389,"PRINCE GEORGE'S",24033,"USA",38.7846886490000,-76.8897156410000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=240051001035","2009-12-10 00:00:00.000","IMAGERY/OTHER","2010-05-26 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=240051001035","1",368,"PK","05",2400510,21,"NOT AVAILABLE","FRANCIS T. EVANS ELEMENTARY 6720 OLD ALEXANDRIA FERRY RD CLINTON MD 20735.00000","FRANCIS T. EVANS ELEMENTARY 6720 OLD ALEXANDRIA FERRY RD CLINTON MD 20735.00000"
-73.115223251999964,42.594074300000045,2094,250178000021,"HOOSAC VALLEY MIDDLE & HIGH SCHOOL","125 SAVOY RD","CHESHIRE","MA",1225,"9511","(413) 743-5200",1,1,717,"BERKSHIRE",25003,"USA",42.5940743000000,-73.1152232520000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=250178000021","2009-10-13 00:00:00.000","IMAGERY","2016-04-19 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=250178000021","4",662,"06","12",2501780,55,"10796596","HOOSAC VALLEY MIDDLE & HIGH SCHOOL 125 SAVOY RD CHESHIRE MA 1225.00000","HOOSAC VALLEY MIDDLE & HIGH SCHOOL 125 SAVOY RD CHESHIRE MA 1225.00000"
-70.610152032999963,42.651875314000037,2095,251020000506,"ROCKPORT MIDDLE","26 JERDENS LANE","ROCKPORT","MA",1966,"2196","(978) 546-1250",1,1,281,"ESSEX",25009,"USA",42.6518753140001,-70.6101520330000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=251020000506","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-04-19 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=251020000506","2",255,"06","08",2510200,26,"NOT AVAILABLE","ROCKPORT MIDDLE 26 JERDENS LANE ROCKPORT MA 1966.00000","ROCKPORT MIDDLE 26 JERDENS LANE ROCKPORT MA 1966.00000"
-71.237720926999941,42.609137589000049,2096,251158001426,"JOHN F. RYAN","135 PLEASANT STREET","TEWKSBURY","MA",1876,"NOT AVAILABLE","(978) 640-7880",1,1,648,"MIDDLESEX",25017,"USA",42.6091375890001,-71.2377209269999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=251158001426","2009-10-13 00:00:00.000","IMAGERY/OTHER","2016-04-20 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=251158001426","2",600,"05","06",2511580,48,"10786783","JOHN F. RYAN 135 PLEASANT STREET TEWKSBURY MA 1876.00000","JOHN F. RYAN 135 PLEASANT STREET TEWKSBURY MA 1876.00000"
-92.554437672999939,47.514113698000074,2097,270022403583,"NORTHLAND LEARNING CENTER 040","1201 S 13TH AVE","VIRGINIA","MN",55792,"3361","(218) 741-9201",4,1,0,"ST. LOUIS",27137,"USA",47.5141136980001,-92.5544376729999,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=270022403583","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-08-25 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=270022403583","3",0,"09","12",2700224,-1,"NOT AVAILABLE","NORTHLAND LEARNING CENTER 040 1201 S 13TH AVE VIRGINIA MN 55792.00000","NORTHLAND LEARNING CENTER 040 1201 S 13TH AVE VIRGINIA MN 55792.00000"
-95.389016305999974,45.878752121000048,2098,270306000086,"LINCOLN ELEMENTARY","1120 LARK ST","ALEXANDRIA","MN",56308,"8888","(320) 762-2146",1,1,510,"DOUGLAS",27041,"USA",45.8787521210000,-95.3890163060000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=270306000086","2009-10-13 00:00:00.000","IMAGERY/OTHER","2010-08-27 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=270306000086","1",483,"KG","05",2703060,27,"10781399","LINCOLN ELEMENTARY 1120 LARK ST ALEXANDRIA MN 56308.00000","LINCOLN ELEMENTARY 1120 LARK ST ALEXANDRIA MN 56308.00000"
-93.497040043999959,44.875943237000051,2099,271422000737,"PRAIRIE VIEW ELEMENTARY","17255 PETERBORG RD","EDEN PRAIRIE","MN",55346,"3544","(952) 975-8800",1,1,694,"HENNEPIN",27053,"USA",44.8759432370001,-93.4970400440000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=271422000737","2010-01-29 00:00:00.000","IMAGERY","2010-03-17 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=271422000737","1",651,"KG","06",2714220,43,"NOT AVAILABLE","PRAIRIE VIEW ELEMENTARY 17255 PETERBORG RD EDEN PRAIRIE MN 55346.00000","PRAIRIE VIEW ELEMENTARY 17255 PETERBORG RD EDEN PRAIRIE MN 55346.00000"
-90.238635296000000,32.320296894000016,2100,280219000395,"LAKE ELEMENTARY SCHOOL","472 MT VERNON AVENUE","JACKSON","MS",39209,"NOT AVAILABLE","(601) 960-5308",1,1,323,"HINDS",28049,"USA",32.3202968940000,-90.2386352960000,611110,"ELEMENTARY AND SECONDARY SCHOOLS","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=280219000395","2010-01-29 00:00:00.000","IMAGERY/OTHER","2010-05-06 00:00:00.000","http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=280219000395","1",304,"PK","05",2802190,19,"NOT AVAILABLE","LAKE ELEMENTARY SCHOOL 472 MT VERNON AVENUE JACKSON MS 39209.00000","LAKE ELEMENTARY SCHOOL 472 MT VERNON AVENUE JACKSON MS 39209.00000"
