"CUSTOMER_BUSINESS_ID","CUSTOMER_NAME","ADDRESS_LINE_1","CITY","POSTAL_CODE","STATE","ADDRESS_LINE_2","COUNTRY","COUNTY","CUSTOMER_FULL_DETAIL","PHONE","POSTALCODE_EXTENSION"
"CUS000000309L","Richland Township Library","8821 3RD ST","VESTABURG","48891-5121","US-MI","","US",,"Richland Township Library, 8821 3RD ST, VESTABURG, US-MI, 48891-5121",,
"CUS000000310M","Reach Cyber Charter School","750 E PARK DR STE 204","HARRISBURG","17111-2758","US-PA","","US",,"Reach Cyber Charter School, 750 E PARK DR STE 204, HARRISBURG, US-PA, 17111-2758",,
"CUS000000311N","Meredith Criswell","15437 MOUNTAIN VIEW CIR","BROOMFIELD","80023-8776","US-CO","","US",,"Meredith Criswell, 15437 MOUNTAIN VIEW CIR, BROOMFIELD, US-CO, 80023-8776",,
"CUS000000312O","St Andrew'S School Eastbourne","MEADS STREET","EASTBOURNE","BN20 7RP",,"","GB",,"St Andrew'S School Eastbourne, MEADS STREET, EASTBOURNE, BN20 7RP",,
"CUS000000313P","Reeds Spring Primary School","257 ELEMENTARY RD","REEDS SPRING","65737-9635","US-MO","","US",,"Reeds Spring Primary School, 257 ELEMENTARY RD, REEDS SPRING, US-MO, 65737-9635",,
"CUS000000314Q","Linnaeus University","LINNAEUS UNIVERSITY","VAXJO","391 95",,"","SE",,"Linnaeus University, LINNAEUS UNIVERSITY, VAXJO, 391 95",,
"CUS000000315R","Intermediate School Dist 917","1300 145TH ST E","ROSEMOUNT","55068-2932","US-MN","","US",,"Intermediate School Dist 917, 1300 145TH ST E, ROSEMOUNT, US-MN, 55068-2932",,
"CUS000000316S","Philip'S Academy Cs-Newark","342 CENTRAL AVE","NEWARK","07103-2808","US-NJ","","US",,"Philip'S Academy Cs-Newark, 342 CENTRAL AVE, NEWARK, US-NJ, 07103-2808",,
"CUS000000317T","Breckenridge Middle High Sch","710 13TH ST N","BRECKENRIDGE","56520-1317","US-MN","","US",,"Breckenridge Middle High Sch, 710 13TH ST N, BRECKENRIDGE, US-MN, 56520-1317",,
"CUS000000318U","Painted Pony Ranch Charter School","2100 WILLOW CREEK RD","PRESCOTT","86301-5391","US-AZ","","US",,"Painted Pony Ranch Charter School, 2100 WILLOW CREEK RD, PRESCOTT, US-AZ, 86301-5391",,
"CUS000000319V","Northeast Elementary School","82 SCOFIELDTOWN RD","STAMFORD","06903-4020","US-CT","","US",,"Northeast Elementary School, 82 SCOFIELDTOWN RD, STAMFORD, US-CT, 06903-4020",,
"CUS000000320W","Northeast Elementary School","82 SCOFIELDTOWN RD","STAMFORD","06903-4020","US-CT","","US",,"Northeast Elementary School, 82 SCOFIELDTOWN RD, STAMFORD, US-CT, 06903-4020",,
"CUS000000321X","Claremont Elementary Sch","175 CLAREMONT RD","FRANKLIN PARK","08823-1101","US-NJ","","US",,"Claremont Elementary Sch, 175 CLAREMONT RD, FRANKLIN PARK, US-NJ, 08823-1101",,
"CUS000000322Y","Royal Palm School","6650 LAWRENCE RD","LANTANA","33462-3518","US-FL","","US",,"Royal Palm School, 6650 LAWRENCE RD, LANTANA, US-FL, 33462-3518",,
"CUS000000323Z","St Anthony Parish","1640 WESTERN AVE","SAN BERNARDINO","92411-1306","US-CA","","US",,"St Anthony Parish, 1640 WESTERN AVE, SAN BERNARDINO, US-CA, 92411-1306",,
"CUS0000003240","Orland High School","101 SHASTA ST","ORLAND","95963-1426","US-CA","","US",,"Orland High School, 101 SHASTA ST, ORLAND, US-CA, 95963-1426",,
"CUS0000003251","Edukiosko S A","6703 NW 7TH ST","MIAMI","33126-6070","US-FL","","US",,"Edukiosko S A, 6703 NW 7TH ST, MIAMI, US-FL, 33126-6070",,
"CUS0000003262","Institution Tecnologico de Manati","PO BOX 1091","MANATI","00674-1091","US-PR","","US",,"Institution Tecnologico de Manati, PO BOX 1091, MANATI, US-PR, 00674-1091",,
"CUS0000003273","Philip'S Academy Cs-Newark","342 CENTRAL AVE","NEWARK","07103-2808","US-NJ","","US",,"Philip'S Academy Cs-Newark, 342 CENTRAL AVE, NEWARK, US-NJ, 07103-2808",,
"CUS0000003284","EDGENUITY","8860 EAST CHAPARRAL ROAD","SCOTTSDALE","85250-2610","US-AZ","","US",,"EDGENUITY, 8860 EAST CHAPARRAL ROAD, SCOTTSDALE, US-AZ, 85250-2610",,
"CUS0000003295","St Michael Archangel Reg Sch","51 W NORTH ST","CLAYTON","08312-1114","US-NJ","","US",,"St Michael Archangel Reg Sch, 51 W NORTH ST, CLAYTON, US-NJ, 08312-1114",,
"CUS0000003306","Iq 180 Academy","18821 PIONEER BLVD","CERRITOS","90703","US-CA","","US",,"Iq 180 Academy, 18821 PIONEER BLVD, CERRITOS, US-CA, 90703",,
"CUS0000003317","Linscott-Rumford Elem School","86 ELM ST","WOBURN","01801-1855","US-MA","","US",,"Linscott-Rumford Elem School, 86 ELM ST, WOBURN, US-MA, 01801-1855",,
"CUS0000003328","River Grove Public Library","8638 GRAND AVE","RIVER GROVE","60171-1207","US-IL","","US",,"River Grove Public Library, 8638 GRAND AVE, RIVER GROVE, US-IL, 60171-1207",,
"CUS0000003339","Tushka High School","2661 W BOGGY DEPOT RD","ATOKA","74525-6842","US-OK","","US",,"Tushka High School, 2661 W BOGGY DEPOT RD, ATOKA, US-OK, 74525-6842",,
"CUS000000334A","Standard School District","1200 N CHESTER AVE","BAKERSFIELD","93308-3521","US-CA","","US",,"Standard School District, 1200 N CHESTER AVE, BAKERSFIELD, US-CA, 93308-3521",,
"CUS000000335B","Northeast Elementary School","82 SCOFIELDTOWN RD","STAMFORD","06903-4097","US-CT","","US",,"Northeast Elementary School, 82 SCOFIELDTOWN RD, STAMFORD, US-CT, 06903-4097",,
"CUS000000336C","Edmonson County Middle School","210 WILD CAT WAY","BROWNSVILLE","42210-9032","US-KY","","US",,"Edmonson County Middle School, 210 WILD CAT WAY, BROWNSVILLE, US-KY, 42210-9032",,
"CUS000000337D","Hampstead Middle School","28 SCHOOL ST","HAMPSTEAD","03841-2139","US-NH","","US",,"Hampstead Middle School, 28 SCHOOL ST, HAMPSTEAD, US-NH, 03841-2139",,
"CUS000000338E","Annunciation Church","4697 W 130TH ST","CLEVELAND","44135-3760","US-OH","","US",,"Annunciation Church, 4697 W 130TH ST, CLEVELAND, US-OH, 44135-3760",,
"CUS000000339F","Ecole Saint-Alphonse","2 RUE GABRIELLE-ROY","ST-ALPH-RODR","J0K 1W0","CA-QC","","CA",,"Ecole Saint-Alphonse, 2 RUE GABRIELLE-ROY, ST-ALPH-RODR, CA-QC, J0K 1W0",,
"CUS000000340G","Ohio County Adult Learning Center","130 E WASHINGTON ST STE 106","HARTFORD","42347-1178","US-KY","","US",,"Ohio County Adult Learning Center, 130 E WASHINGTON ST STE 106, HARTFORD, US-KY, 42347-1178",,
"CUS000000341H","Se Minnesota Ed Co-Op Svc Unit","210 WOODLAKE DR SE","ROCHESTER","55904-4513","US-MN","","US",,"Se Minnesota Ed Co-Op Svc Unit, 210 WOODLAKE DR SE, ROCHESTER, US-MN, 55904-4513",,
"CUS000000342I","Beverly Hills Lingual Institute","439 N CANON DR STE 207","BEVERLY HILLS","90210-3908","US-CA","","US",,"Beverly Hills Lingual Institute, 439 N CANON DR STE 207, BEVERLY HILLS, US-CA, 90210-3908",,
"CUS000000343J","Millry High School","1 WILDCAT DR","MILLRY","36558-4568","US-AL","","US",,"Millry High School, 1 WILDCAT DR, MILLRY, US-AL, 36558-4568",,
"CUS000000344K","Early Primary School","965 EARLY BLVD","EARLY","76802-2238","US-TX","","US",,"Early Primary School, 965 EARLY BLVD, EARLY, US-TX, 76802-2238",,
"CUS000000345L","Independence Charter School W","5600 CHESTER AVE","PHILADELPHIA","19143-5314","US-PA","","US",,"Independence Charter School W, 5600 CHESTER AVE, PHILADELPHIA, US-PA, 19143-5314",,
"CUS000000346M","Flour Bluff Interm School","2505 WALDRON RD","CORPUS CHRISTI","78418-4706","US-TX","","US",,"Flour Bluff Interm School, 2505 WALDRON RD, CORPUS CHRISTI, US-TX, 78418-4706",,
"CUS000000347N","Clifton Public Schools","745 CLIFTON AVE","CLIFTON","07013-1885","US-NJ","","US",,"Clifton Public Schools, 745 CLIFTON AVE, CLIFTON, US-NJ, 07013-1885",,
"CUS000000348O","Doe River Colony School","PO BOX 169","BONANZA","T0H 0K0","CA-AB","","CA",,"Doe River Colony School, PO BOX 169, BONANZA, CA-AB, T0H 0K0",,
"CUS000000349P","Cmnty Colg of Rhode Island Nacs","1 HILTON ST","PROVIDENCE","02905-2313","US-RI","","US",,"Cmnty Colg of Rhode Island Nacs, 1 HILTON ST, PROVIDENCE, US-RI, 02905-2313",,
"CUS000000350Q","Dunbar Primary School","1806 MARTIN LUTHER KING JR BLVD","LUFKIN","75904-1226","US-TX","","US",,"Dunbar Primary School, 1806 MARTIN LUTHER KING JR BLVD, LUFKIN, US-TX, 75904-1226",,
"CUS000000351R","Yarmouth Consolidated Mem Hs","146 FOREST ST","YARMOUTH","B5A 0B3","CA-NS","","CA",,"Yarmouth Consolidated Mem Hs, 146 FOREST ST, YARMOUTH, CA-NS, B5A 0B3",,
"CUS000000352S","Instt Latino de Morelia Preesc Pri","RIO CUTZI 541 Y 543","MORELIA","58070",,"","MX",,"Instt Latino de Morelia Preesc Pri, RIO CUTZI 541 Y 543, MORELIA, 58070",,
"CUS000000353T","Hammond Library-Crown Point","PO BOX 245","CROWN POINT","12928-0245","US-NY","","US",,"Hammond Library-Crown Point, PO BOX 245, CROWN POINT, US-NY, 12928-0245",,
"CUS000000354U","Cfga Des Rives Saguenay-Conan","847 RUE GEORGES-VANIER","CHICOUTIMI","G7H 4M1","CA-QC","","CA",,"Cfga Des Rives Saguenay-Conan, 847 RUE GEORGES-VANIER, CHICOUTIMI, CA-QC, G7H 4M1",,
"CUS000000355V","Iveland Elementary School","1836 DYER AVE","SAINT LOUIS","63114-2404","US-MO","","US",,"Iveland Elementary School, 1836 DYER AVE, SAINT LOUIS, US-MO, 63114-2404",,
"CUS000000356W","Woodinville Mont School","19102 N CREEK PKWY STE 100","BOTHELL","98011-8005","US-WA","","US",,"Woodinville Mont School, 19102 N CREEK PKWY STE 100, BOTHELL, US-WA, 98011-8005",,
"CUS000000357X","San Juan Diego Parish","3408 IDELA AVE","MCALLEN","78503-7410","US-TX","","US",,"San Juan Diego Parish, 3408 IDELA AVE, MCALLEN, US-TX, 78503-7410",,
"CUS000000358Y","Robins Nest for Children","2308 N AUSTIN AVE","PEARLAND","77581-4004","US-TX","","US",,"Robins Nest for Children, 2308 N AUSTIN AVE, PEARLAND, US-TX, 77581-4004",,
"CUS000000359Z","Lydia'S Child Enrichment Ctr","594 HARRELL ST","MEMPHIS","38112-2932","US-TN","","US",,"Lydia'S Child Enrichment Ctr, 594 HARRELL ST, MEMPHIS, US-TN, 38112-2932",,
"CUS0000003600","Child Care Network","1050 SW GRAND BLVD","OKLAHOMA CITY","73109-2923","US-OK","","US",,"Child Care Network, 1050 SW GRAND BLVD, OKLAHOMA CITY, US-OK, 73109-2923",,
"CUS0000003611","Christian Early Learning Ctr","125 CARVER ST","WACO","76704-1410","US-TX","","US",,"Christian Early Learning Ctr, 125 CARVER ST, WACO, US-TX, 76704-1410",,
"CUS0000003622","Peggy Sullivan Head Start Ctr","571 2ND ST","FALL RIVER","02721-1858","US-MA","","US",,"Peggy Sullivan Head Start Ctr, 571 2ND ST, FALL RIVER, US-MA, 02721-1858",,
"CUS0000003633","Christian Day Care No 2","2200 W 6TH ST","WESLACO","78596-8909","US-TX","","US",,"Christian Day Care No 2, 2200 W 6TH ST, WESLACO, US-TX, 78596-8909",,
"CUS0000003644","Woolmarket Baptist Ch Pre-Sch","12816 LORRAINE RD","BILOXI","39532-9685","US-MS","","US",,"Woolmarket Baptist Ch Pre-Sch, 12816 LORRAINE RD, BILOXI, US-MS, 39532-9685",,
"CUS0000003655","Sunshine House-Buckhead","4506 ROSWELL RD","ATLANTA","30342-3102","US-GA","","US",,"Sunshine House-Buckhead, 4506 ROSWELL RD, ATLANTA, US-GA, 30342-3102",,
"CUS0000003666","Creative Kids Child Care Ctr","2380 ROUTE 55","HOPEWELL JCT","12533-7514","US-NY","","US",,"Creative Kids Child Care Ctr, 2380 ROUTE 55, HOPEWELL JCT, US-NY, 12533-7514",,
"CUS0000003677","Kids Stop","1700 DEAN AVE","CARTERSVILLE","30121","US-GA","","US",,"Kids Stop, 1700 DEAN AVE, CARTERSVILLE, US-GA, 30121",,
"CUS0000003688","Andrews Child Development Ctr","117 ELM AVE","TAKOMA PARK","20912-4610","US-MD","","US",,"Andrews Child Development Ctr, 117 ELM AVE, TAKOMA PARK, US-MD, 20912-4610",,
"CUS0000003699","Southwest Tenn Cmty Clg-Macon","5983 MACON CV","MEMPHIS","38134-7642","US-TN","","US",,"Southwest Tenn Cmty Clg-Macon, 5983 MACON CV, MEMPHIS, US-TN, 38134-7642",,
"CUS000000370A","Kamehameha Sch-Hawaii Campus","16-714 VOLCANO RD","KEAAU","96749-8150","US-HI","","US",,"Kamehameha Sch-Hawaii Campus, 16-714 VOLCANO RD, KEAAU, US-HI, 96749-8150",,
"CUS000000371B","Rio Hondo Elementary School","7731 MULLER ST","DOWNEY","90241-2115","US-CA","","US",,"Rio Hondo Elementary School, 7731 MULLER ST, DOWNEY, US-CA, 90241-2115",,
"CUS000000372C","Pullman Christian School","345 SW KIMBALL DR","PULLMAN","99163-2146","US-WA","","US",,"Pullman Christian School, 345 SW KIMBALL DR, PULLMAN, US-WA, 99163-2146",,
"CUS000000373D","Kerr-Vance Academy","700 VANCE ACADEMY RD","HENDERSON","27537-8725","US-NC","","US",,"Kerr-Vance Academy, 700 VANCE ACADEMY RD, HENDERSON, US-NC, 27537-8725",,
"CUS000000374E","Edmonds Heights K-12 School","23200 100TH AVE W","EDMONDS","98020-5020","US-WA","","US",,"Edmonds Heights K-12 School, 23200 100TH AVE W, EDMONDS, US-WA, 98020-5020",,
"CUS000000375F","Bertha-Hewitt School","310 CENTRAL AVE S","BERTHA","56437-1122","US-MN","","US",,"Bertha-Hewitt School, 310 CENTRAL AVE S, BERTHA, US-MN, 56437-1122",,
"CUS000000376G","Hartley-Melvin-Sanborn Hs","300 N 8TH AVE W","HARTLEY","51346-1074","US-IA","","US",,"Hartley-Melvin-Sanborn Hs, 300 N 8TH AVE W, HARTLEY, US-IA, 51346-1074",,
"CUS000000377H","Dunbar Primary School","1807 MARTIN LUTHER KING JR BLVD","LUFKIN","75904-1241","US-TX","","US",,"Dunbar Primary School, 1807 MARTIN LUTHER KING JR BLVD, LUFKIN, US-TX, 75904-1241",,
"CUS000000378I","St Joseph Parish","2311 ROUTE 98","VARYSBURG","14167-9794","US-NY","","US",,"St Joseph Parish, 2311 ROUTE 98, VARYSBURG, US-NY, 14167-9794",,
"CUS000000379J","Cambridge Ctr for Adlt Educ","42 BRATTLE ST","CAMBRIDGE","02138-3712","US-MA","","US",,"Cambridge Ctr for Adlt Educ, 42 BRATTLE ST, CAMBRIDGE, US-MA, 02138-3712",,
"CUS000000380K","Dixon Middle School","200 E 5TH ST","DIXON","65459-6215","US-MO","","US",,"Dixon Middle School, 200 E 5TH ST, DIXON, US-MO, 65459-6215",,
"CUS000000381L","Centro Impedimentos Severos","5 CALLE B CODIGO 26815","COMERIO","00782","US-PR","","US",,"Centro Impedimentos Severos, 5 CALLE B CODIGO 26815, COMERIO, US-PR, 00782",,
"CUS000000382M","Vena Avenue Elementary School","9377 VENA AVE","ARLETA","91331-4733","US-CA","","US",,"Vena Avenue Elementary School, 9377 VENA AVE, ARLETA, US-CA, 91331-4733",,
"CUS000000383N","Vena Avenue Elementary School","9377 VENA AVE","ARLETA","91331-4733","US-CA","","US",,"Vena Avenue Elementary School, 9377 VENA AVE, ARLETA, US-CA, 91331-4733",,
"CUS000000384O","Lake Elementary School","2700 11TH ST","SAN PABLO","94806-2205","US-CA","","US",,"Lake Elementary School, 2700 11TH ST, SAN PABLO, US-CA, 94806-2205",,
"CUS000000385P","Lake Elementary School","2700 11TH ST","SAN PABLO","94806-2205","US-CA","","US",,"Lake Elementary School, 2700 11TH ST, SAN PABLO, US-CA, 94806-2205",,
"CUS000000386Q","Delta School","3380 BYBERRY RD","PHILADELPHIA","19154-2909","US-PA","","US",,"Delta School, 3380 BYBERRY RD, PHILADELPHIA, US-PA, 19154-2909",,
"CUS000000387R","Delta School","3380 BYBERRY RD","PHILADELPHIA","19154-2999","US-PA","","US",,"Delta School, 3380 BYBERRY RD, PHILADELPHIA, US-PA, 19154-2999",,
"CUS000000388S","Coastside Parents Nursery Sch","613 GRANDVIEW BLVD","HALF MOON BAY","94019-1521","US-CA","","US",,"Coastside Parents Nursery Sch, 613 GRANDVIEW BLVD, HALF MOON BAY, US-CA, 94019-1521",,
"CUS000000389T","Mlk Recreation Center","1300 WILSON ST","DENTON","76205-6249","US-TX","","US",,"Mlk Recreation Center, 1300 WILSON ST, DENTON, US-TX, 76205-6249",,
"CUS000000390U","Buckeye Head Start","12100 BUCKEYE RD","CLEVELAND","44120-2646","US-OH","","US",,"Buckeye Head Start, 12100 BUCKEYE RD, CLEVELAND, US-OH, 44120-2646",,
"CUS000000391V","Maltby Y'S Child Care","14033 FRYELANDS BLVD SE","MONROE","98272-2643","US-WA","","US",,"Maltby Y'S Child Care, 14033 FRYELANDS BLVD SE, MONROE, US-WA, 98272-2643",,
"CUS000000392W","East Arlington Head Start","2150 BROWNING DR","ARLINGTON","76010-5901","US-TX","","US",,"East Arlington Head Start, 2150 BROWNING DR, ARLINGTON, US-TX, 76010-5901",,
"CUS000000393X","Kid'S Time","3540 M 66","ATHENS","49011-9369","US-MI","","US",,"Kid'S Time, 3540 M 66, ATHENS, US-MI, 49011-9369",,
"CUS000000395Z","Crib Child Care Center","5358 DOLPHIN DR","JOPLIN","64804-8622","US-MO","","US",,"Crib Child Care Center, 5358 DOLPHIN DR, JOPLIN, US-MO, 64804-8622",,
"CUS0000003960","Grandma'S House Child Care Ctr","509 BLUFF CITY HWY","BRISTOL","37620-4605","US-TN","","US",,"Grandma'S House Child Care Ctr, 509 BLUFF CITY HWY, BRISTOL, US-TN, 37620-4605",,
"CUS0000003971","Cathy'S Little Steps Day Care","1730 DAVENPORT AVE","BOGALUSA","70427-5509","US-LA","","US",,"Cathy'S Little Steps Day Care, 1730 DAVENPORT AVE, BOGALUSA, US-LA, 70427-5509",,
"CUS0000003982","Miss Susan'S Nursery Inc","698 N PEACH ST","BUNNELL","32110-5988","US-FL","","US",,"Miss Susan'S Nursery Inc, 698 N PEACH ST, BUNNELL, US-FL, 32110-5988",,
"CUS0000003993","Reynoldsville I Center Hd St","339 LEWIS ST","REYNOLDSVILLE","15851-1063","US-PA","","US",,"Reynoldsville I Center Hd St, 339 LEWIS ST, REYNOLDSVILLE, US-PA, 15851-1063",,
"CUS0000004004","Macon Rd Ch of Christ Pre-Sch","4004 MACON RD","MEMPHIS","38122-2499","US-TN","","US",,"Macon Rd Ch of Christ Pre-Sch, 4004 MACON RD, MEMPHIS, US-TN, 38122-2499",,
"CUS0000004015","First Baptist Icard Cec","2178 US HIGHWAY 70","CONNELLY SPG","28612-7582","US-NC","","US",,"First Baptist Icard Cec, 2178 US HIGHWAY 70, CONNELLY SPG, US-NC, 28612-7582",,
"CUS0000004026","Just 4 Kids Schoolhouse Ccd","1606 HESTER AVE","DONNA","78537-2914","US-TX","","US",,"Just 4 Kids Schoolhouse Ccd, 1606 HESTER AVE, DONNA, US-TX, 78537-2914",,
"CUS0000004037","Storybook Place","2009 MAPLEWOOD DR","GAINESVILLE","76240-3713","US-TX","","US",,"Storybook Place, 2009 MAPLEWOOD DR, GAINESVILLE, US-TX, 76240-3713",,
"CUS0000004048","Tlc Early Learning Center","11000 FRANCE AVE S","BLOOMINGTON","55431-3856","US-MN","","US",,"Tlc Early Learning Center, 11000 FRANCE AVE S, BLOOMINGTON, US-MN, 55431-3856",,
"CUS0000004059","Sunrise Pre-School","1415 E BELL RD","PHOENIX","85022-2716","US-AZ","","US",,"Sunrise Pre-School, 1415 E BELL RD, PHOENIX, US-AZ, 85022-2716",,
"CUS000000406A","Raggedy Ann Day Care","910 INGRAM ST","MOORHEAD","38761-6609","US-MS","","US",,"Raggedy Ann Day Care, 910 INGRAM ST, MOORHEAD, US-MS, 38761-6609",,
"CUS000000407B","Woodward Montessori Pre-Sch","3214 SE WOODWARD ST","PORTLAND","97202-1464","US-OR","","US",,"Woodward Montessori Pre-Sch, 3214 SE WOODWARD ST, PORTLAND, US-OR, 97202-1464",,
"CUS000000408C","Woodward Montessori Pre-Sch","3214 SE WOODWARD ST","PORTLAND","97202-1464","US-OR","","US",,"Woodward Montessori Pre-Sch, 3214 SE WOODWARD ST, PORTLAND, US-OR, 97202-1464",,
"CUS000000409D","KINDERCARE-ALEXANDRIA","4616 MINOR LN","ALEXANDRIA","22312-2217","US-VA","","US",,"KINDERCARE-ALEXANDRIA, 4616 MINOR LN, ALEXANDRIA, US-VA, 22312-2217",,
"CUS000000410E","Portage Head Start Center","2930 RED FOX RUN","PORTAGE","53901-3400","US-WI","","US",,"Portage Head Start Center, 2930 RED FOX RUN, PORTAGE, US-WI, 53901-3400",,
"CUS000000411F","Kindercare-Green Meadows","1815 GREENVIEW PL SW","ROCHESTER","55902-1077","US-MN","","US",,"Kindercare-Green Meadows, 1815 GREENVIEW PL SW, ROCHESTER, US-MN, 55902-1077",,
"CUS000000412G","Ivy Leaf Academy","574 ALLEN RD","BASKING RIDGE","07920-3848","US-NJ","","US",,"Ivy Leaf Academy, 574 ALLEN RD, BASKING RIDGE, US-NJ, 07920-3848",,
"CUS000000413H","Bright Beginnings Child Care","321 BLACKSTOCK RD","PAULINE","29374-2602","US-SC","","US",,"Bright Beginnings Child Care, 321 BLACKSTOCK RD, PAULINE, US-SC, 29374-2602",,
"CUS000000414I","Little Heaven Child Care","406 11TH ST","UNION CITY","07087-4260","US-NJ","","US",,"Little Heaven Child Care, 406 11TH ST, UNION CITY, US-NJ, 07087-4260",,
"CUS000000415J","Santa Fe Head Start","639 W WORTH ST APT 3","STOCKTON","95206-1280","US-CA","","US",,"Santa Fe Head Start, 639 W WORTH ST APT 3, STOCKTON, US-CA, 95206-1280",,
"CUS000000416K","Kiddie Kollege of Fairfield","2226 MOUNT VERNON RD","FAIRFIELD","62837-2803","US-IL","","US",,"Kiddie Kollege of Fairfield, 2226 MOUNT VERNON RD, FAIRFIELD, US-IL, 62837-2803",,
"CUS000000417L","Kiddie Kollege","1130 VARNEY ST SE BLDG 202","WASHINGTON","20032-4372","US-DC","","US",,"Kiddie Kollege, 1130 VARNEY ST SE BLDG 202, WASHINGTON, US-DC, 20032-4372",,
"CUS000000418M","Humpty Dumpty Day Care School","119 CARTER ST","WARTBURG","37887-4198","US-TN","","US",,"Humpty Dumpty Day Care School, 119 CARTER ST, WARTBURG, US-TN, 37887-4198",,
"CUS000000419N","Metro Ymca Before A S Program","444 E MAIN ST","ROCHESTER","14604-2508","US-NY","","US",,"Metro Ymca Before A S Program, 444 E MAIN ST, ROCHESTER, US-NY, 14604-2508",,
"CUS000000420O","Covington County Library System","403 S FIR AVE","COLLINS","39428-4234","US-MS","","US",,"Covington County Library System, 403 S FIR AVE, COLLINS, US-MS, 39428-4234",,
"CUS000000421P","Klaras Center for Familes","1105 JEFFERSON AVE","WACO","76701-1212","US-TX","","US",,"Klaras Center for Familes, 1105 JEFFERSON AVE, WACO, US-TX, 76701-1212",,
"CUS000000422Q","Cares Program Hve","73 N 600 W","HEBER CITY","84032-1811","US-UT","","US",,"Cares Program Hve, 73 N 600 W, HEBER CITY, US-UT, 84032-1811",,
"CUS000000423R","Creative Hands Day Care","747 FOURTH ST","CHELAN FALLS","98817","US-WA","","US",,"Creative Hands Day Care, 747 FOURTH ST, CHELAN FALLS, US-WA, 98817",,
"CUS000000424S","Old Deerfield Nursery School","16 MEMORIAL ST","DEERFIELD","01342-5004","US-MA","","US",,"Old Deerfield Nursery School, 16 MEMORIAL ST, DEERFIELD, US-MA, 01342-5004",,
"CUS000000425T","Little Promises Day Care Ctr","15186 SW 56TH ST","MIAMI","33185-4073","US-FL","","US",,"Little Promises Day Care Ctr, 15186 SW 56TH ST, MIAMI, US-FL, 33185-4073",,
"CUS000000426U","Ellsworth Community School","9467 PARK ST","ELLSWORTH","49729-9756","US-MI","","US",,"Ellsworth Community School, 9467 PARK ST, ELLSWORTH, US-MI, 49729-9756",,
"CUS000000427V","Diamond Valley Elem School","35 HAWKSIDE DR","MARKLEEVILLE","96120-9522","US-CA","","US",,"Diamond Valley Elem School, 35 HAWKSIDE DR, MARKLEEVILLE, US-CA, 96120-9522",,
"CUS000000428W","Holy Redeemer High School","37 WILLIAM ST","PITTSTON","18640-2555","US-PA","","US",,"Holy Redeemer High School, 37 WILLIAM ST, PITTSTON, US-PA, 18640-2555",,
"CUS000000429X","J G Mccracken Middle School","50 EMORY RD","SPARTANBURG","29307-2903","US-SC","","US",,"J G Mccracken Middle School, 50 EMORY RD, SPARTANBURG, US-SC, 29307-2903",,
"CUS000000430Y","Pioneer Elementary School","3663 WOODLAND HILLS DR","COLORADO SPRINGS","80918-6366","US-CO","","US",,"Pioneer Elementary School, 3663 WOODLAND HILLS DR, COLORADO SPRINGS, US-CO, 80918-6366",,
"CUS000000431Z","Pioneer Elementary School","3663 WOODLAND HILLS DR","COLORADO SPGS","80918-6355","US-CO","","US",,"Pioneer Elementary School, 3663 WOODLAND HILLS DR, COLORADO SPGS, US-CO, 80918-6355",,
"CUS0000004320","Broadway Elementary School","1000 BROADWAY ST","ELMIRA","14904-2502","US-NY","","US",,"Broadway Elementary School, 1000 BROADWAY ST, ELMIRA, US-NY, 14904-2502",,
"CUS0000004331","Elsinboro Twp School District","ALLOWAY SHARED SERVICES 327","ALLOWAY","08001-0327","US-NJ","","US",,"Elsinboro Twp School District, ALLOWAY SHARED SERVICES 327, ALLOWAY, US-NJ, 08001-0327",,
"CUS0000004342","Falls Church High School","7521 JAGUAR TRL","FALLS CHURCH","22042-7597","US-VA","","US",,"Falls Church High School, 7521 JAGUAR TRL, FALLS CHURCH, US-VA, 22042-7597",,
"CUS0000004353","Canaan School District","PO BOX 100","CANAAN","05903-0100","US-VT","","US",,"Canaan School District, PO BOX 100, CANAAN, US-VT, 05903-0100",,
"CUS0000004364","Stanton Cmty School District 3","1007 KINGWOOD ST","STANTON","68779-2267","US-NE","","US",,"Stanton Cmty School District 3, 1007 KINGWOOD ST, STANTON, US-NE, 68779-2267",,
"CUS0000004375","Cambrian School District","4115 JACKSOL DR","SAN JOSE","95124-3312","US-CA","","US",,"Cambrian School District, 4115 JACKSOL DR, SAN JOSE, US-CA, 95124-3312",,
"CUS0000004386","Horizon Leadership Academy","9301 W BELLFORT AVE BLDG F","HOUSTON","77031-2101","US-TX","","US",,"Horizon Leadership Academy, 9301 W BELLFORT AVE BLDG F, HOUSTON, US-TX, 77031-2101",,
"CUS0000004397","Cohagen Elementary School","HIGHWAY 59","COHAGEN","59322","US-MT","","US",,"Cohagen Elementary School, HIGHWAY 59, COHAGEN, US-MT, 59322",,
"CUS0000004408","Cohagen Elem","PO BOX 64","COHAGEN","59322-0064","US-MT","","US",,"Cohagen Elem, PO BOX 64, COHAGEN, US-MT, 59322-0064",,
"CUS0000004419","Rollings Mid Sch of the Arts","1635 BEECH HILL RD","SUMMERVILLE","29485-7870","US-SC","","US",,"Rollings Mid Sch of the Arts, 1635 BEECH HILL RD, SUMMERVILLE, US-SC, 29485-7870",,
